Protein,Protein Accession,Protein Gene,MS Level,Fold Change Result,Fold Change,Min Fold Change,Max Fold Change,Adjusted P-Value,Log 2 Fold Change
sp|O75531|BAF_HUMAN,O75531,BANF1,2,9.71 (95% CI:6.39 to 14.77),9.7146,6.3879,14.7736,5.24378443E-4,3.2801
sp|O95758|PTBP3_HUMAN,O95758,PTBP3,2,22.9 (95% CI:18.44 to 28.43),22.8985,18.4431,28.4302,2.75276586E-5,4.5172
sp|P09104|ENOG_HUMAN,P09104,ENO2,2,10.68 (95% CI:8.33 to 13.7),10.6785,8.3263,13.6951,9.12146286E-5,3.4166
sp|P0CG47|UBB_HUMAN / sp|P0CG48|UBC_HUMAN / sp|P62979|RS27A_HUMAN / sp|P62987|RL40_HUMAN,P0CG47 / P0CG48 / P62979 / P62987,UBB / UBC / RPS27A / UBA52,2,9.56 (95% CI:7.8 to 11.73),9.5625,7.7976,11.7269,5.86445250E-5,3.2574
sp|P31939|PUR9_HUMAN,P31939,ATIC,2,7.79 (95% CI:6.14 to 9.9),7.7949,6.1372,9.9004,1.24934498E-4,2.9625
sp|Q12912|IRAG2_HUMAN,Q12912,IRAG2,2,12.67 (95% CI:7.91 to 20.32),12.6749,7.9056,20.3215,5.34453470E-4,3.6639
sp|Q14432|PDE3A_HUMAN,Q14432,PDE3A,2,12.25 (95% CI:4.14 to 36.27),12.2532,4.1398,36.2674,7.89763483E-3,3.6151
sp|Q15836|VAMP3_HUMAN,Q15836,VAMP3,2,6.57 (95% CI:3.64 to 11.88),6.5749,3.6388,11.8802,2.81129663E-3,2.717
sp|Q5SQS7|SH24B_HUMAN,Q5SQS7,SH2D4B,2,35.32 (95% CI:17.04 to 73.21),35.321,17.0416,73.2074,7.21046067E-4,5.1425
sp|Q5TC84|OGRL1_HUMAN,Q5TC84,OGFRL1,2,6.87 (95% CI:1.52 to 30.97),6.8714,1.5247,30.9671,4.58593720E-2,2.7806
sp|Q7L591|DOK3_HUMAN,Q7L591,DOK3,2,26.8 (95% CI:19.28 to 37.26),26.8019,19.2803,37.2577,7.91006738E-5,4.7443
sp|Q86SR1|GLT10_HUMAN,Q86SR1,GALNT10,2,0.66 (95% CI:0.48 to 0.91),0.6606,0.4807,0.9078,4.35254205E-2,-0.5982
sp|Q8IYD1|ERF3B_HUMAN,Q8IYD1,GSPT2,2,2.78 (95% CI:2.2 to 3.51),2.7771,2.1984,3.5081,1.02138641E-3,1.4736
sp|Q8NEZ3|WDR19_HUMAN,Q8NEZ3,WDR19,2,8.76 (95% CI:6.19 to 12.39),8.7596,6.1912,12.3934,3.35075668E-4,3.1309
sp|Q8TAG9|EXOC6_HUMAN,Q8TAG9,EXOC6,2,0.78 (95% CI:0.26 to 2.33),0.7778,0.2597,2.3298,6.08465623E-1,-0.3625
sp|Q8WW43|APH1B_HUMAN,Q8WW43,APH1B,2,4.83 (95% CI:0.88 to 26.38),4.8284,0.8837,26.3828,9.87171916E-2,2.2716
sp|Q92956|TNR14_HUMAN,Q92956,TNFRSF14,2,14.29 (95% CI:3.64 to 56.17),14.2894,3.6351,56.1716,1.35534900E-2,3.8369
sp|Q96AA3|RFT1_HUMAN,Q96AA3,RFT1,2,246.67 (95% CI:0 to 107007327.62),246.6694,0.0006,107007327.6184,3.75533060E-1,7.9464
sp|Q96EX1|SIM12_HUMAN,Q96EX1,SMIM12,2,10.87 (95% CI:1.43 to 82.79),10.8714,1.4275,82.7933,5.78650695E-2,3.4425
sp|Q96IV0|NGLY1_HUMAN,Q96IV0,NGLY1,2,0.69 (95% CI:0.14 to 3.44),0.6878,0.1375,3.44,6.03403063E-1,-0.5399
sp|Q9NVK5|FGOP2_HUMAN,Q9NVK5,FGFR1OP2,2,5.99 (95% CI:3.18 to 11.31),5.9934,3.1758,11.3107,4.18627538E-3,2.5834
sp|Q9P2Y5|UVRAG_HUMAN,Q9P2Y5,UVRAG,2,12.19 (95% CI:9.67 to 15.36),12.1881,9.6681,15.3649,6.32996999E-5,3.6074
sp|Q9Y5S2|MRCKB_HUMAN,Q9Y5S2,CDC42BPB,2,4.61 (95% CI:3.51 to 6.05),4.6084,3.5111,6.0485,4.71766932E-4,2.2043
sp|P04264|K2C1_HUMAN,P04264,KRT1,2,0.19 (95% CI:0.03 to 1.14),0.1873,0.0306,1.1442,9.91334275E-2,-2.4168
sp|P12259|FA5_HUMAN,P12259,F5,2,31.74 (95% CI:29.48 to 34.16),31.7353,29.4804,34.1626,2.42521029E-6,4.988
sp|P27701|CD82_HUMAN,P27701,CD82,2,13.94 (95% CI:2.38 to 81.72),13.9362,2.3767,81.7171,2.98449327E-2,3.8008
sp|P29323|EPHB2_HUMAN / sp|Q15375|EPHA7_HUMAN,P29323 / Q15375,EPHB2 / EPHA7,2,34.78 (95% CI:17.62 to 68.64),34.7779,17.622,68.636,5.89671905E-4,5.1201
sp|Q13423|NNTM_HUMAN,Q13423,NNT,2,14.88 (95% CI:13.6 to 16.28),14.8809,13.5996,16.2829,4.72124289E-6,3.8954
sp|Q53FT3|HIKES_HUMAN,Q53FT3,HIKESHI,2,5.32 (95% CI:1.41 to 19.97),5.316,1.415,19.972,4.76797661E-2,2.4103
sp|Q5EB52|MEST_HUMAN,Q5EB52,MEST,2,2.99 (95% CI:0.77 to 11.67),2.9912,0.7664,11.6738,1.34772270E-1,1.5807
sp|Q6JQN1|ACD10_HUMAN,Q6JQN1,ACAD10,2,1.69 (95% CI:0.39 to 7.33),1.6885,0.3888,7.3326,4.44906116E-1,0.7557
sp|Q8NC74|RB8NL_HUMAN,Q8NC74,RBBP8NL,2,3.03 (95% CI:0.87 to 10.53),3.0315,0.8725,10.5328,1.08348953E-1,1.6001
sp|Q9BSH4|TACO1_HUMAN,Q9BSH4,TACO1,2,4.27 (95% CI:1.35 to 13.44),4.2653,1.3533,13.4433,4.75383398E-2,2.0926
sp|Q9H0F6|SHRPN_HUMAN,Q9H0F6,SHARPIN,2,0.9 (95% CI:0.7 to 1.15),0.8996,0.7035,1.1505,3.69440165E-1,-0.1526
sp|Q9H3S7|PTN23_HUMAN,Q9H3S7,PTPN23,2,2.65 (95% CI:2.28 to 3.09),2.6547,2.2784,3.0932,3.15000998E-4,1.4086
sp|Q9NRN5|OLFL3_HUMAN,Q9NRN5,OLFML3,2,8.51 (95% CI:3.21 to 22.58),8.5106,3.2074,22.5821,9.24621894E-3,3.0893
sp|Q9NYJ8|TAB2_HUMAN,Q9NYJ8,TAB2,2,8.01 (95% CI:1.3 to 49.37),8.0142,1.301,49.367,6.21162518E-2,3.0026
sp|Q9UNE7|CHIP_HUMAN,Q9UNE7,STUB1,2,1.99 (95% CI:0.66 to 5.99),1.987,0.6586,5.9947,2.16066256E-1,0.9906
sp|O60234|GMFG_HUMAN,O60234,GMFG,2,4.99 (95% CI:2.26 to 10.98),4.9872,2.2645,10.9835,1.17297402E-2,2.3182
sp|O75150|BRE1B_HUMAN,O75150,RNF40,2,4.53 (95% CI:2.59 to 7.93),4.5315,2.5894,7.93,4.79242744E-3,2.18
sp|P0DPI2|GAL3A_HUMAN / sp|A0A0B4J2D5|GAL3B_HUMAN,P0DPI2 / A0A0B4J2D5,GATD3 / GATD3B,2,1.26 (95% CI:0.16 to 9.65),1.2555,0.1633,9.6546,8.09134963E-1,0.3282
sp|P14317|HCLS1_HUMAN,P14317,HCLS1,2,8.16 (95% CI:4.5 to 14.81),8.1593,4.496,14.8075,2.04440318E-3,3.0285
sp|P35270|SPRE_HUMAN,P35270,SPR,2,2.73 (95% CI:0.26 to 28.89),2.7261,0.2572,28.8925,3.75034119E-1,1.4469
sp|P36915|GNL1_HUMAN,P36915,GNL1,2,3.76 (95% CI:2.23 to 6.35),3.7607,2.2258,6.3541,5.96016102E-3,1.911
sp|Q5BKX8|CAVN4_HUMAN,Q5BKX8,CAVIN4,2,0.03 (95% CI:0.03 to 0.04),0.0346,0.0309,0.0388,4.75587231E-6,-4.8521
sp|Q5T013|HYI_HUMAN,Q5T013,HYI,2,3.27 (95% CI:1.43 to 7.48),3.2716,1.4303,7.4832,3.33220879E-2,1.71
sp|Q6NYC8|PPR18_HUMAN,Q6NYC8,PPP1R18,2,11.5 (95% CI:4.95 to 26.71),11.4988,4.9504,26.7094,3.83430175E-3,3.5234
sp|Q7RTP6|MICA3_HUMAN,Q7RTP6,MICAL3,2,0.83 (95% CI:0.6 to 1.15),0.8317,0.6025,1.148,2.48612662E-1,-0.2659
sp|Q8IZX4|TAF1L_HUMAN / sp|P21675|TAF1_HUMAN,Q8IZX4 / P21675,TAF1L / TAF1,2,63.39 (95% CI:44.24 to 90.83),63.3863,44.2367,90.8256,5.17301025E-5,5.9861
sp|Q8TDB6|DTX3L_HUMAN,Q8TDB6,DTX3L,2,803.82 (95% CI:0.02 to 37639852.75),803.8232,0.0172,37639852.7545,2.15996683E-1,9.6507
sp|Q8WXG6|MADD_HUMAN,Q8WXG6,MADD,2,1.43 (95% CI:0.1 to 20.23),1.4292,0.101,20.2328,7.67930358E-1,0.5152
sp|Q9BTZ2|DHRS4_HUMAN,Q9BTZ2,DHRS4,2,10.27 (95% CI:3.09 to 34.06),10.2666,3.0944,34.0619,1.35670448E-2,3.3599
sp|Q9H2G9|GO45_HUMAN,Q9H2G9,BLZF1,2,2.51 (95% CI:0.26 to 24.54),2.5072,0.2562,24.5395,3.96885775E-1,1.3261
sp|Q9NUL5|SHFL_HUMAN,Q9NUL5,SHFL,2,4.14 (95% CI:1.34 to 12.8),4.1431,1.3411,12.7995,4.78962611E-2,2.0507
sp|Q9NVJ2|ARL8B_HUMAN,Q9NVJ2,ARL8B,2,15.73 (95% CI:6.73 to 36.77),15.7258,6.7261,36.7672,2.65167499E-3,3.9751
sp|Q9ULH0|KDIS_HUMAN,Q9ULH0,KIDINS220,2,0.4 (95% CI:0.03 to 5.09),0.3997,0.0314,5.0886,4.40105590E-1,-1.323
sp|A4D1P6|WDR91_HUMAN,A4D1P6,WDR91,2,1.15 (95% CI:0.05 to 28.24),1.1512,0.0469,28.2429,9.30646559E-1,0.2031
sp|A6NFX1|MFS2B_HUMAN,A6NFX1,MFSD2B,2,12 (95% CI:7.3 to 19.72),11.9997,7.3016,19.7208,6.71668835E-4,3.5849
sp|O60701|UGDH_HUMAN,O60701,UGDH,2,3.79 (95% CI:2.2 to 6.55),3.7923,2.1956,6.5502,6.67057980E-3,1.9231
sp|O60716|CTND1_HUMAN,O60716,CTNND1,2,0.53 (95% CI:0.22 to 1.28),0.5326,0.2215,1.281,1.69072682E-1,-0.9088
sp|O75175|CNOT3_HUMAN,O75175,CNOT3,2,2.15 (95% CI:1.01 to 4.54),2.1454,1.0133,4.5424,7.90368252E-2,1.1012
sp|P00450|CERU_HUMAN,P00450,CP,2,0.37 (95% CI:0.31 to 0.44),0.3688,0.3113,0.4368,4.09390984E-4,-1.4393
sp|P01717|LV325_HUMAN,P01717,IGLV3-25,2,0.27 (95% CI:0.24 to 0.31),0.2683,0.236,0.3051,7.29801758E-5,-1.8979
sp|P02452|CO1A1_HUMAN,P02452,COL1A1,2,7.44 (95% CI:2.84 to 19.49),7.4366,2.8373,19.4913,1.09228174E-2,2.8946
sp|P02746|C1QB_HUMAN,P02746,C1QB,2,0.17 (95% CI:0.15 to 0.19),0.1705,0.1525,0.1907,2.16312850E-5,-2.5519
sp|P09871|C1S_HUMAN,P09871,C1S,2,17.92 (95% CI:15.44 to 20.8),17.917,15.4359,20.7969,1.29673058E-5,4.1633
sp|P13716|HEM2_HUMAN,P13716,ALAD,2,12.57 (95% CI:10.06 to 15.69),12.5683,10.065,15.6943,5.39396438E-5,3.6517
sp|P15880|RS2_HUMAN,P15880,RPS2,2,1.97 (95% CI:0.47 to 8.26),1.9711,0.4702,8.2632,3.27526489E-1,0.979
sp|P19823|ITIH2_HUMAN,P19823,ITIH2,2,23.12 (95% CI:20.31 to 26.31),23.118,20.314,26.3091,7.30039082E-6,4.5309
sp|P52594|AGFG1_HUMAN,P52594,AGFG1,2,7.19 (95% CI:3.53 to 14.64),7.1927,3.5343,14.6377,4.38108603E-3,2.8465
sp|P60510|PP4C_HUMAN,P60510,PPP4C,2,218.06 (95% CI:140.35 to 338.81),218.0618,140.3452,338.8142,4.36731469E-5,7.7686
sp|P61586|RHOA_HUMAN,P61586,RHOA,2,25.23 (95% CI:22.4 to 28.41),25.2283,22.3996,28.4142,5.82927736E-6,4.657
sp|P78560|CRADD_HUMAN,P78560,CRADD,2,1.85 (95% CI:0.31 to 11.03),1.848,0.3096,11.0309,4.61056519E-1,0.886
sp|Q13643|FHL3_HUMAN,Q13643,FHL3,2,0.29 (95% CI:0.05 to 1.74),0.2883,0.0479,1.7355,1.79599104E-1,-1.7944
sp|Q15645|PCH2_HUMAN,Q15645,TRIP13,2,1.77 (95% CI:0.13 to 24.26),1.7735,0.1297,24.2587,6.24307740E-1,0.8266
sp|Q5VYK3|ECM29_HUMAN,Q5VYK3,ECPAS,2,0.79 (95% CI:0.11 to 5.78),0.7921,0.1086,5.7776,7.98634671E-1,-0.3362
sp|Q6WCQ1|MPRIP_HUMAN,Q6WCQ1,MPRIP,2,2.91 (95% CI:2.2 to 3.85),2.9063,2.1964,3.8458,1.58549817E-3,1.5392
sp|Q70IA8|MOB3C_HUMAN,Q70IA8,MOB3C,2,14.69 (95% CI:2.91 to 74.21),14.6853,2.9062,74.2058,2.17576361E-2,3.8763
sp|Q96JM4|LRIQ1_HUMAN,Q96JM4,LRRIQ1,2,20.98 (95% CI:4.81 to 91.51),20.98,4.81,91.5083,1.11875699E-2,4.3909
sp|Q9H6X2|ANTR1_HUMAN,Q9H6X2,ANTXR1,2,0.14 (95% CI:0.09 to 0.23),0.1429,0.0889,0.2299,1.26651368E-3,-2.8067
sp|Q9Y2R0|COA3_HUMAN,Q9Y2R0,COA3,2,5.32 (95% CI:2.76 to 10.26),5.3196,2.7577,10.2614,5.82134729E-3,2.4113
sp|Q9Y376|CAB39_HUMAN,Q9Y376,CAB39,2,2.1 (95% CI:1.9 to 2.33),2.0998,1.8951,2.3267,2.13607439E-4,1.0703
sp|Q9Y490|TLN1_HUMAN,Q9Y490,TLN1,2,17.61 (95% CI:16.03 to 19.34),17.6073,16.0332,19.3359,4.50366160E-6,4.1381
sp|Q9Y5X3|SNX5_HUMAN,Q9Y5X3,SNX5,2,3.43 (95% CI:1.47 to 7.99),3.4278,1.4702,7.9917,3.18547054E-2,1.7773
sp|Q9Y673|ALG5_HUMAN,Q9Y673,ALG5,2,3.04 (95% CI:0.69 to 13.4),3.0437,0.6914,13.3993,1.55019340E-1,1.6058
sp|O43432|IF4G3_HUMAN,O43432,EIF4G3,2,3.49 (95% CI:3.19 to 3.81),3.4866,3.1899,3.811,2.98946349E-5,1.8018
sp|P23610|HAP40_HUMAN,P23610,F8A3,2,57.18 (95% CI:19.07 to 171.51),57.183,19.065,171.5131,1.77111415E-3,5.8375
sp|P27707|DCK_HUMAN,P27707,DCK,2,3.47 (95% CI:2.03 to 5.92),3.4681,2.0329,5.9165,7.70818378E-3,1.7941
sp|P29692|EF1D_HUMAN,P29692,EEF1D,2,16.6 (95% CI:13.97 to 19.72),16.6006,13.9723,19.7233,2.01136410E-5,4.0532
sp|P54136|SYRC_HUMAN,P54136,RARS1,2,3.73 (95% CI:0.82 to 17),3.7317,0.8192,17,1.14568616E-1,1.8998
sp|P55273|CDN2D_HUMAN,P55273,CDKN2D,2,4.92 (95% CI:1.11 to 21.77),4.9194,1.1117,21.7701,6.96537229E-2,2.2985
sp|Q04637|IF4G1_HUMAN,Q04637,EIF4G1,2,4.57 (95% CI:3.84 to 5.45),4.5731,3.8392,5.4473,1.20067396E-4,2.1932
sp|Q5T1M5|FKB15_HUMAN,Q5T1M5,FKBP15,2,9.16 (95% CI:4.93 to 17.02),9.1598,4.9291,17.0219,1.95211829E-3,3.1953
sp|Q5THJ4|VP13D_HUMAN,Q5THJ4,VPS13D,2,2.81 (95% CI:0.6 to 13.09),2.8115,0.604,13.0859,1.88093083E-1,1.4913
sp|Q7Z7L7|ZER1_HUMAN,Q7Z7L7,ZER1,2,330.01 (95% CI:0.02 to 4541924.13),330.0085,0.024,4541924.1299,2.24191876E-1,8.3664
sp|Q86TP1|PRUN1_HUMAN,Q86TP1,PRUNE1,2,12.39 (95% CI:10.72 to 14.31),12.3878,10.7233,14.3106,1.68674831E-5,3.6308
sp|Q86V85|GP180_HUMAN,Q86V85,GPR180,2,9.94 (95% CI:0.71 to 139.75),9.9419,0.7073,139.7536,1.14414206E-1,3.3135
sp|Q96P53|WDFY2_HUMAN,Q96P53,WDFY2,2,2.46 (95% CI:1.01 to 5.99),2.4609,1.0106,5.9925,8.02050626E-2,1.2992
sp|Q9BXJ4|C1QT3_HUMAN,Q9BXJ4,C1QTNF3,2,15.14 (95% CI:9.85 to 23.28),15.1411,9.8492,23.2763,3.24636694E-4,3.9204
sp|Q9BZZ2|SN_HUMAN,Q9BZZ2,SIGLEC1,2,63834.11 (95% CI:53.32 to 76427133.76),63834.107,53.3161,76427133.7595,2.60359230E-2,15.962
sp|Q9HAB8|PPCS_HUMAN,Q9HAB8,PPCS,2,10.22 (95% CI:5.63 to 18.54),10.2184,5.6329,18.5368,1.47158021E-3,3.3531
sp|Q9UBV2|SE1L1_HUMAN,Q9UBV2,SEL1L,2,3.48 (95% CI:1.19 to 10.17),3.4771,1.1893,10.1655,5.97137307E-2,1.7979
sp|O00232|PSD12_HUMAN,O00232,PSMD12,2,7.8 (95% CI:2.44 to 24.9),7.7956,2.4406,24.9003,1.80247489E-2,2.9627
sp|O00273|DFFA_HUMAN,O00273,DFFA,2,367.55 (95% CI:0.05 to 2639074.76),367.5522,0.0512,2639074.7618,1.91342146E-1,8.5218
sp|O43493|TGON2_HUMAN,O43493,TGOLN2,2,47.5 (95% CI:13.72 to 164.45),47.5019,13.7209,164.4513,3.02964654E-3,5.5699
sp|O76003|GLRX3_HUMAN,O76003,GLRX3,2,9.74 (95% CI:3.37 to 28.15),9.7446,3.3726,28.155,9.94812122E-3,3.2846
sp|O95967|FBLN4_HUMAN,O95967,EFEMP2,2,16.81 (95% CI:11.54 to 24.49),16.8113,11.5416,24.487,1.89828245E-4,4.0714
sp|P00352|AL1A1_HUMAN,P00352,ALDH1A1,2,6.98 (95% CI:4.51 to 10.81),6.9818,4.5108,10.8062,9.65067696E-4,2.8036
sp|P04920|B3A2_HUMAN,P04920,SLC4A2,2,9.4 (95% CI:7.02 to 12.57),9.3963,7.0215,12.5743,1.75292526E-4,3.2321
sp|P28074|PSB5_HUMAN,P28074,PSMB5,2,9.81 (95% CI:5.09 to 18.93),9.8108,5.0855,18.9268,2.13834878E-3,3.2944
sp|P61604|CH10_HUMAN,P61604,HSPE1,2,20.15 (95% CI:11.28 to 36),20.1493,11.2782,35.9982,6.06127704E-4,4.3327
sp|P62837|UB2D2_HUMAN / sp|P61077|UB2D3_HUMAN,P62837 / P61077,UBE2D2 / UBE2D3,2,21.98 (95% CI:7.64 to 63.26),21.9818,7.6388,63.2563,3.72957215E-3,4.4582
sp|Q10471|GALT2_HUMAN,Q10471,GALNT2,2,2.38 (95% CI:1.7 to 3.34),2.3798,1.6967,3.3378,5.69148308E-3,1.2508
sp|Q13574|DGKZ_HUMAN,Q13574,DGKZ,2,3.01 (95% CI:0.61 to 14.75),3.0061,0.6127,14.7491,1.79958488E-1,1.5879
sp|Q5RI15|COX20_HUMAN,Q5RI15,COX20,2,13.65 (95% CI:10.85 to 17.17),13.6485,10.8524,17.165,5.38880432E-5,3.7707
sp|Q6PJW8|CNST_HUMAN,Q6PJW8,CNST,2,3.49 (95% CI:0.77 to 15.84),3.487,0.7675,15.8432,1.27803615E-1,1.802
sp|Q6PKG0|LARP1_HUMAN,Q6PKG0,LARP1,2,4.1 (95% CI:2.65 to 6.35),4.1028,2.6494,6.3535,2.69545875E-3,2.0366
sp|Q6UW02|CP20A_HUMAN,Q6UW02,CYP20A1,2,4.82 (95% CI:2.23 to 10.4),4.8153,2.2299,10.3981,1.16196134E-2,2.2676
sp|Q7L5Y9|MAEA_HUMAN,Q7L5Y9,MAEA,2,1.56 (95% CI:0.76 to 3.18),1.559,0.7641,3.1811,2.15594275E-1,0.6407
sp|Q92625|ANS1A_HUMAN,Q92625,ANKS1A,2,1.93 (95% CI:1.21 to 3.05),1.9253,1.2148,3.0513,3.39708379E-2,0.9451
sp|Q969E2|SCAM4_HUMAN,Q969E2,SCAMP4,2,29.73 (95% CI:14.16 to 62.4),29.7266,14.1615,62.3998,8.85248776E-4,4.8937
sp|Q969T9|WBP2_HUMAN,Q969T9,WBP2,2,19.27 (95% CI:9.12 to 40.72),19.2743,9.1227,40.7226,1.41065636E-3,4.2686
sp|Q969X0|RIPL2_HUMAN,Q969X0,RILPL2,2,14.32 (95% CI:9.71 to 21.1),14.3153,9.7105,21.1037,2.51529965E-4,3.8395
sp|Q99714|HCD2_HUMAN,Q99714,HSD17B10,2,5 (95% CI:2.5 to 10.02),5.0018,2.4979,10.0155,7.81190602E-3,2.3224
sp|Q9BXA5|SUCR1_HUMAN,Q9BXA5,SUCNR1,2,367.35 (95% CI:22.06 to 6117.84),367.3455,22.0572,6117.8407,1.06464468E-2,8.521
sp|Q9NPR2|SEM4B_HUMAN,Q9NPR2,SEMA4B,2,2.04 (95% CI:1.29 to 3.21),2.0366,1.2923,3.2097,2.59240305E-2,1.0262
sp|Q9NRF8|PYRG2_HUMAN,Q9NRF8,CTPS2,2,2.94 (95% CI:0.99 to 8.69),2.9368,0.9922,8.6925,8.39620081E-2,1.5543
sp|Q9NVH6|TMLH_HUMAN,Q9NVH6,TMLHE,2,10.68 (95% CI:7.39 to 15.44),10.6782,7.3872,15.4353,3.08696346E-4,3.4166
sp|Q9P299|COPZ2_HUMAN,Q9P299,COPZ2,2,3.29 (95% CI:1.01 to 10.68),3.2862,1.0114,10.6775,8.06288101E-2,1.7164
sp|Q9UI15|TAGL3_HUMAN,Q9UI15,TAGLN3,2,16.66 (95% CI:14.39 to 19.29),16.6614,14.3897,19.2917,1.32511569E-5,4.0584
tr|A0A0C4DH90|A0A0C4DH90_HUMAN / sp|A0A0C4DH55|KVD07_HUMAN,A0A0C4DH90 / A0A0C4DH55,IGKV3OR2-268 / IGKV3D-7,2,0.14 (95% CI:0.12 to 0.16),0.1394,0.1207,0.1609,3.16385794E-5,-2.8429
sp|O75665|OFD1_HUMAN,O75665,OFD1,2,34.49 (95% CI:26.02 to 45.73),34.4918,26.0168,45.7275,4.04384301E-5,5.1082
sp|O95881|TXD12_HUMAN,O95881,TXNDC12,2,9.4 (95% CI:8.39 to 10.53),9.4018,8.3938,10.5308,1.23312279E-5,3.2329
sp|P08913|ADA2A_HUMAN,P08913,ADRA2A,2,51.73 (95% CI:5.22 to 512.34),51.7273,5.2226,512.3351,1.94910745E-2,5.6929
sp|P09327|VILI_HUMAN,P09327,VIL1,2,2.82 (95% CI:1.69 to 4.7),2.8169,1.6896,4.6961,1.18906486E-2,1.4941
sp|P11766|ADHX_HUMAN,P11766,ADH5,2,1.51 (95% CI:1.4 to 1.64),1.5144,1.4015,1.6363,5.40733944E-4,0.5987
sp|P13647|K2C5_HUMAN,P13647,KRT5,2,0.38 (95% CI:0.33 to 0.44),0.3798,0.3289,0.4385,2.66458222E-4,-1.3968
sp|P23258|TBG1_HUMAN,P23258,TUBG1,2,10.21 (95% CI:2.81 to 37.14),10.2147,2.8091,37.143,1.70588036E-2,3.3526
sp|P32019|I5P2_HUMAN,P32019,INPP5B,2,4.86 (95% CI:2.77 to 8.53),4.8582,2.7676,8.5277,4.23561136E-3,2.2804
sp|P43487|RANG_HUMAN,P43487,RANBP1,2,1.8 (95% CI:1.09 to 2.97),1.8013,1.0926,2.9699,5.76325226E-2,0.8491
sp|P55010|IF5_HUMAN,P55010,EIF5,2,1.74 (95% CI:1.58 to 1.92),1.7407,1.5785,1.9194,4.59530450E-4,0.7996
sp|Q00526|CDK3_HUMAN,Q00526,CDK3,2,4.61 (95% CI:0.57 to 36.92),4.6063,0.5747,36.9188,1.61915636E-1,2.2036
sp|Q13057|COASY_HUMAN,Q13057,COASY,2,4.39 (95% CI:2.01 to 9.59),4.3901,2.01,9.5884,1.46572476E-2,2.1343
sp|Q13451|FKBP5_HUMAN,Q13451,FKBP5,2,1.64 (95% CI:0.22 to 12.4),1.6382,0.2164,12.3988,5.86273339E-1,0.7121
sp|Q16555|DPYL2_HUMAN,Q16555,DPYSL2,2,21.22 (95% CI:17.34 to 25.98),21.2248,17.342,25.9769,2.45061274E-5,4.4077
sp|Q3KR16|PKHG6_HUMAN,Q3KR16,PLEKHG6,2,0.56 (95% CI:0.04 to 8.49),0.5589,0.0368,8.4879,6.32608409E-1,-0.8393
sp|Q4KMQ2|ANO6_HUMAN,Q4KMQ2,ANO6,2,15.4 (95% CI:6.5 to 36.48),15.4031,6.5032,36.483,2.84633359E-3,3.9451
sp|Q8TB61|S35B2_HUMAN,Q8TB61,SLC35B2,2,1.51 (95% CI:0.56 to 4.05),1.5133,0.5649,4.0545,3.79652705E-1,0.5977
sp|Q96EP5|DAZP1_HUMAN,Q96EP5,DAZAP1,2,10.65 (95% CI:8.83 to 12.84),10.6489,8.8315,12.8402,3.96259003E-5,3.4126
sp|Q9BQD3|KXDL1_HUMAN,Q9BQD3,KXD1,2,7.47 (95% CI:0.28 to 198.48),7.4738,0.2814,198.4801,2.21041428E-1,2.9018
sp|Q9BV20|MTNA_HUMAN,Q9BV20,MRI1,2,3.71 (95% CI:0.87 to 15.88),3.7115,0.8672,15.8843,1.05254870E-1,1.892
sp|Q9H156|SLIK2_HUMAN,Q9H156,SLITRK2,2,3.77 (95% CI:1.04 to 13.7),3.7699,1.037,13.7045,7.70981100E-2,1.9145
sp|Q9H706|GARE1_HUMAN,Q9H706,GAREM1,2,43.98 (95% CI:14.89 to 129.9),43.9787,14.8896,129.8985,2.10330096E-3,5.4587
sp|Q9HBH0|RHOF_HUMAN,Q9HBH0,RHOF,2,22 (95% CI:12.6 to 38.4),21.9952,12.6,38.396,4.90372655E-4,4.4591
sp|Q9NZJ7|MTCH1_HUMAN,Q9NZJ7,MTCH1,2,2.82 (95% CI:1.68 to 4.75),2.8227,1.6762,4.7534,1.25406193E-2,1.4971
sp|Q9UI10|EI2BD_HUMAN,Q9UI10,EIF2B4,2,0.32 (95% CI:0.21 to 0.5),0.3194,0.2052,0.4973,5.58003790E-3,-1.6465
sp|Q9UL33|TPC2L_HUMAN,Q9UL33,TRAPPC2L,2,9.14 (95% CI:2.33 to 35.89),9.1356,2.3255,35.8888,2.34706264E-2,3.1915
sp|Q9UL54|TAOK2_HUMAN,Q9UL54,TAOK2,2,3.55 (95% CI:2.08 to 6.06),3.5472,2.0756,6.062,7.36694453E-3,1.8267
sp|A0A0B4J1U7|HV601_HUMAN,A0A0B4J1U7,IGHV6-1,2,0.21 (95% CI:0.08 to 0.54),0.2079,0.08,0.5403,2.23244660E-2,-2.2662
sp|O43505|B4GA1_HUMAN,O43505,B4GAT1,2,1.88 (95% CI:0.23 to 15.39),1.8757,0.2286,15.3878,5.09300112E-1,0.9075
sp|P16520|GBB3_HUMAN,P16520,GNB3,2,56.05 (95% CI:47.73 to 65.83),56.0545,47.7338,65.8255,6.71752356E-6,5.8088
sp|P35542|SAA4_HUMAN,P35542,SAA4,2,0.15 (95% CI:0.14 to 0.17),0.1533,0.1382,0.1701,1.56339501E-5,-2.7057
sp|P49758|RGS6_HUMAN,P49758,RGS6,2,13.77 (95% CI:6.62 to 28.6),13.7657,6.6248,28.6038,1.93501557E-3,3.783
sp|P53618|COPB_HUMAN,P53618,COPB1,2,7.69 (95% CI:5.19 to 11.41),7.6917,5.1861,11.4078,6.06062596E-4,2.9433
