Protein Name,Gene Name,AD ROC,AD q-value,AD direction,PDD ROC,PDD q-value,PDD direction,PD-noMCI ROC,PD-noMCI q-value,PD-noMCI direction,HC ROC,HC q-value,HC direction,Dementia ROC,Dementia q-value,Dementia direction,Parkinson's ROC,Parkinson's q-value,Parkinson's direction
sp|P08697|A2AP_HUMAN,A2AP,0.746666667,0.117366085,decreased,0.616666667,0.666884125,increased,0.84,0.123021463,increased,0.71,0.996900209,decreased,0.5975,0.626083156,decreased,0.8425,0.005104125,increased
sp|P26640|SYVC_HUMAN,SYVC,0.633333333,0.425672964,increased,0.573333333,0.825762735,decreased,0.716666667,0.279015253,decreased,0.656666667,0.996900209,increased,0.545,0.832412337,increased,0.7175,0.092061193,decreased
sp|P06730|IF4E_HUMAN,IF4E,0.716666667,0.170457994,decreased,0.586666667,0.778105369,increased,0.813333333,0.136490298,increased,0.683333333,0.996900209,decreased,0.5975,0.626083156,decreased,0.8,0.015626575,increased
sp|P09417|DHPR_HUMAN,DHPR,0.696666667,0.21687892,decreased,0.566666667,0.84677824,increased,0.753333333,0.222920286,increased,0.623333333,0.996900209,decreased,0.5975,0.626083156,decreased,0.74,0.057612408,increased
sp|P20340|RAB6A_HUMAN,RAB6A,0.766666667,0.088694506,decreased,0.636666667,0.59256787,increased,0.683333333,0.331458897,increased,0.553333333,0.996900209,decreased,0.5975,0.626083156,decreased,0.74,0.057612408,increased
sp|P01023|A2MG_HUMAN,A2MG,0.63,0.438294329,increased,0.513333333,0.977174843,decreased,0.546666667,0.811452395,decreased,0.57,0.996900209,decreased,0.5875,0.658937699,increased,0.545,0.78011418,decreased
sp|Q0ZGT2|NEXN_HUMAN,NEXN,0.806666667,0.048967261,decreased,0.676666667,0.448372378,increased,0.64,0.459851023,increased,0.51,0.996900209,decreased,0.5975,0.626083156,decreased,0.7375,0.061214268,increased
sp|Q99442|SEC62_HUMAN,SEC62,0.66,0.331048619,decreased,0.53,0.935104022,increased,0.713333333,0.287242154,increased,0.583333333,0.996900209,decreased,0.5975,0.626083156,decreased,0.6825,0.167379121,increased
sp|P11586|C1TC_HUMAN,C1TC,0.63,0.438294329,increased,0.77,0.225298222,decreased,0.503333333,0.992623502,decreased,0.643333333,0.996900209,increased,0.605,0.608706439,decreased,0.705,0.114173152,decreased
sp|P08183|MDR1_HUMAN / sp|P21439|MDR3_HUMAN,MDR1,0.756666667,0.101629748,decreased,0.626666667,0.6258633,increased,0.613333333,0.544108172,increased,0.516666667,0.996900209,increased,0.5975,0.626083156,decreased,0.68,0.174014854,increased
sp|Q9UIA9|XPO7_HUMAN,XPO7,0.62,0.476259127,decreased,0.51,0.983073469,decreased,0.706666667,0.296886391,increased,0.576666667,0.996900209,decreased,0.5975,0.626083156,decreased,0.6475,0.278587344,increased
sp|P63167|DYL1_HUMAN,DYL1,0.65,0.365777266,decreased,0.52,0.956699224,increased,0.676666667,0.350726838,increased,0.546666667,0.996900209,decreased,0.5975,0.626083156,decreased,0.6475,0.278587344,increased
sp|P51659|DHB4_HUMAN,DHB4,0.63,0.438294329,increased,0.596666667,0.745137136,decreased,0.52,0.932451087,increased,0.553333333,0.996900209,decreased,0.525,0.918757282,increased,0.5575,0.713644274,decreased
sp|P04075|ALDOA_HUMAN,ALDOA,0.646666667,0.37384572,decreased,0.516666667,0.96525993,increased,0.673333333,0.359993352,increased,0.543333333,0.996900209,decreased,0.5975,0.626083156,decreased,0.6425,0.299824835,increased
sp|Q16851|UGPA_HUMAN,UGPA,0.6,0.558110232,decreased,0.53,0.935104022,decreased,0.676666667,0.350726838,increased,0.546666667,0.996900209,decreased,0.5975,0.626083156,decreased,0.61,0.442569406,increased
sp|P23526|SAHH_HUMAN,SAHH,0.58,0.651059468,decreased,0.55,0.887826339,decreased,0.593333333,0.619664707,decreased,0.723333333,0.996900209,increased,0.5975,0.626083156,decreased,0.6075,0.453905106,decreased
sp|P10412|H14_HUMAN / sp|P16401|H15_HUMAN / sp|P16403|H12_HUMAN,H14,0.63,0.438294329,increased,0.756666667,0.26532867,decreased,0.583333333,0.649143772,increased,0.543333333,0.996900209,increased,0.595,0.630765383,decreased,0.63,0.3536022,decreased
sp|P21291|CSRP1_HUMAN,CSRP1,0.536666667,0.860882397,decreased,0.593333333,0.755264333,decreased,0.716666667,0.279015253,increased,0.586666667,0.996900209,decreased,0.5975,0.626083156,decreased,0.5925,0.534121022,increased
sp|Q9H4G4|GAPR1_HUMAN,GAPR1,0.676666667,0.275921463,decreased,0.546666667,0.899352028,increased,0.573333333,0.686849378,increased,0.556666667,0.996900209,increased,0.5975,0.626083156,decreased,0.59,0.5451605,increased
sp|P55145|MANF_HUMAN,MANF,0.63,0.438294329,increased,0.513333333,0.977174843,decreased,0.763333333,0.201772154,decreased,0.646666667,0.996900209,increased,0.5875,0.658937699,increased,0.7075,0.109025071,decreased
sp|Q99707|METH_HUMAN,METH,0.63,0.438294329,increased,0.693333333,0.399659532,decreased,0.55,0.796446094,decreased,0.613333333,0.996900209,increased,0.5475,0.818755302,decreased,0.6825,0.167379121,decreased
sp|Q8TDZ2|MICA1_HUMAN,MICA1,0.63,0.438294329,increased,0.606666667,0.700889568,decreased,0.573333333,0.686849378,decreased,0.55,0.996900209,increased,0.5175,0.944257504,increased,0.635,0.329281885,decreased
sp|O43312|MTSS1_HUMAN,MTSS1,0.63,0.438294329,increased,0.69,0.407679478,decreased,0.636666667,0.467393649,decreased,0.696666667,0.996900209,increased,0.545,0.832412337,decreased,0.745,0.053338857,decreased
sp|Q9Y305|ACOT9_HUMAN,ACOT9,0.646666667,0.37384572,decreased,0.516666667,0.96525993,increased,0.6,0.591265295,increased,0.53,0.996900209,increased,0.5975,0.626083156,decreased,0.5875,0.555574922,increased
sp|Q9H4B6|SAV1_HUMAN,SAV1,0.65,0.365777266,decreased,0.52,0.956699224,increased,0.593333333,0.619664707,increased,0.536666667,0.996900209,increased,0.5975,0.626083156,decreased,0.585,0.568745174,increased
sp|P56556|NDUA6_HUMAN,NDUA6,0.526666667,0.899639831,decreased,0.603333333,0.717991265,decreased,0.506666667,0.984480413,increased,0.623333333,0.996900209,increased,0.5975,0.626083156,decreased,0.5725,0.633544158,decreased
sp|P19105|ML12A_HUMAN / sp|O14950|ML12B_HUMAN,ML12A,0.61,0.513743552,decreased,0.52,0.956699224,decreased,0.6,0.591265295,increased,0.53,0.996900209,increased,0.5975,0.626083156,decreased,0.56,0.702882475,increased
sp|Q8N4L2|PP4P2_HUMAN,PP4P2,0.63,0.438294329,increased,0.63,0.618560545,decreased,0.626666667,0.499364893,increased,0.626666667,0.996900209,decreased,0.5,1,decreased,0.5025,0.996438721,decreased
sp|P11117|PPAL_HUMAN,PPAL,0.61,0.513743552,decreased,0.52,0.956699224,decreased,0.52,0.932451087,increased,0.61,0.996900209,increased,0.5975,0.626083156,decreased,0.5,1,decreased
sp|Q9BXX0|EMIL2_HUMAN,EMIL2,0.756666667,0.101629748,decreased,0.886666667,0.102033627,increased,0.543333333,0.827197043,increased,0.673333333,0.996900209,decreased,0.5975,0.626083156,increased,0.8225,0.008770278,increased
sp|Q6ZVM7|TM1L2_HUMAN,TM1L2,0.63,0.438294329,increased,0.756666667,0.26532867,decreased,0.636666667,0.467393649,decreased,0.763333333,0.996900209,increased,0.595,0.630765383,decreased,0.795,0.017524897,decreased
sp|Q14767|LTBP2_HUMAN,LTBP2,0.723333333,0.156164101,decreased,0.853333333,0.104719773,increased,0.526666667,0.902617362,decreased,0.603333333,0.996900209,decreased,0.5975,0.626083156,increased,0.745,0.053338857,increased
sp|Q13033|STRN3_HUMAN,STRN3,0.713333333,0.178256385,decreased,0.843333333,0.123021463,increased,0.606666667,0.566023002,decreased,0.523333333,0.996900209,decreased,0.5975,0.626083156,increased,0.6775,0.176557663,increased
sp|P24593|IBP5_HUMAN,IBP5,0.553333333,0.788472164,decreased,0.683333333,0.423268286,increased,0.506666667,0.984480413,increased,0.636666667,0.996900209,decreased,0.5975,0.626083156,increased,0.6425,0.299824835,increased
sp|Q9NP78|ABCB9_HUMAN,ABCB9,0.626666667,0.453713251,increased,0.553333333,0.876236625,decreased,0.633333333,0.475354683,decreased,0.56,0.996900209,increased,0.555,0.783587075,increased,0.64,0.309496996,decreased
sp|P55060|XPO2_HUMAN,XPO2,0.596666667,0.572882121,decreased,0.726666667,0.305998338,increased,0.55,0.796446094,decreased,0.58,0.996900209,decreased,0.5975,0.626083156,increased,0.6325,0.341932788,increased
sp|Q9P2E9|RRBP1_HUMAN,RRBP1,0.523333333,0.91571773,decreased,0.653333333,0.521927887,increased,0.536666667,0.860031723,decreased,0.593333333,0.996900209,decreased,0.5975,0.626083156,increased,0.5875,0.555574922,increased
sp|Q9BRX2|PELO_HUMAN,PELO,0.903333333,0.013521454,decreased,0.776666667,0.216294227,increased,0.683333333,0.331458897,increased,0.556666667,0.996900209,decreased,0.595,0.630765383,decreased,0.845,0.00503132,increased
sp|O15084|ANR28_HUMAN,ANR28,0.626666667,0.453713251,increased,0.656666667,0.514988495,decreased,0.503333333,0.992623502,increased,0.526666667,0.996900209,increased,0.5225,0.926945932,decreased,0.615,0.418759506,decreased
sp|O15335|CHAD_HUMAN,CHAD,0.756666667,0.101629748,decreased,0.63,0.618560545,increased,0.726666667,0.263689886,increased,0.6,0.996900209,decreased,0.595,0.630765383,decreased,0.7675,0.034546086,increased
sp|P55290|CAD13_HUMAN,CAD13,0.626666667,0.453713251,increased,0.553333333,0.876236625,decreased,0.63,0.48677294,decreased,0.556666667,0.996900209,increased,0.555,0.783587075,increased,0.6375,0.319731187,decreased
sp|Q7L2H7|EIF3M_HUMAN,EIF3M,0.626666667,0.453713251,increased,0.696666667,0.396346226,decreased,0.67,0.367680691,decreased,0.74,0.996900209,increased,0.5525,0.797361104,decreased,0.775,0.029231356,decreased
sp|O43768|ENSA_HUMAN / sp|P56211|ARP19_HUMAN,ENSA,0.626666667,0.453713251,increased,0.636666667,0.59256787,decreased,0.673333333,0.359993352,decreased,0.683333333,0.996900209,increased,0.5075,0.983440442,decreased,0.7325,0.067896102,decreased
sp|Q7Z2K6|ERMP1_HUMAN,ERMP1,0.626666667,0.453713251,increased,0.586666667,0.778105369,decreased,0.673333333,0.359993352,decreased,0.633333333,0.996900209,increased,0.53,0.899748702,increased,0.695,0.139145353,decreased
sp|P46976|GLYG_HUMAN,GLYG,0.626666667,0.453713251,increased,0.573333333,0.825762735,decreased,0.633333333,0.475354683,decreased,0.58,0.996900209,increased,0.54,0.854896308,increased,0.655,0.248772541,decreased
sp|Q9P2Y5|UVRAG_HUMAN,UVRAG,0.633333333,0.425672964,decreased,0.506666667,0.988796416,increased,0.74,0.248204097,increased,0.613333333,0.996900209,decreased,0.595,0.630765383,decreased,0.685,0.162418896,increased
sp|Q6UWD8|CP054_HUMAN,CP054,0.763333333,0.091967971,decreased,0.636666667,0.59256787,increased,0.606666667,0.566023002,increased,0.52,0.996900209,increased,0.595,0.630765383,decreased,0.6825,0.167379121,increased
sp|Q96L12|CALR3_HUMAN,CALR3,0.753333333,0.107559038,decreased,0.626666667,0.6258633,increased,0.596666667,0.60413743,increased,0.53,0.996900209,increased,0.595,0.630765383,decreased,0.6675,0.20610799,increased
sp|Q9Y4L1|HYOU1_HUMAN,HYOU1,0.506666667,0.979776119,decreased,0.633333333,0.601068318,increased,0.586666667,0.64232523,increased,0.713333333,0.996900209,decreased,0.595,0.630765383,increased,0.665,0.212429069,increased
sp|Q8ND76|CCNY_HUMAN,CCNY,0.673333333,0.285793137,decreased,0.546666667,0.899352028,increased,0.613333333,0.544108172,increased,0.513333333,0.996900209,increased,0.595,0.630765383,decreased,0.62,0.397160452,increased
sp|P01137|TGFB1_HUMAN,TGFB1,0.53,0.883376761,decreased,0.596666667,0.745137136,decreased,0.563333333,0.737005205,decreased,0.69,0.996900209,increased,0.595,0.630765383,decreased,0.62,0.397160452,decreased
sp|P83111|LACTB_HUMAN,LACTB,0.62,0.476259127,decreased,0.506666667,0.988796416,decreased,0.663333333,0.380155866,increased,0.536666667,0.996900209,decreased,0.595,0.630765383,decreased,0.6175,0.407005565,increased
sp|P61978|HNRPK_HUMAN,HNRPK,0.586666667,0.619584523,decreased,0.713333333,0.346485848,increased,0.59,0.632390677,decreased,0.536666667,0.996900209,decreased,0.595,0.630765383,increased,0.5925,0.534121022,increased
sp|Q86VR2|RETR3_HUMAN,RETR3,0.626666667,0.453713251,increased,0.63,0.618560545,decreased,0.543333333,0.827197043,increased,0.54,0.996900209,decreased,0.5025,1,decreased,0.565,0.673419216,decreased
sp|P09486|SPRC_HUMAN,SPRC,0.523333333,0.91571773,decreased,0.603333333,0.717991265,decreased,0.516666667,0.942954422,decreased,0.643333333,0.996900209,increased,0.595,0.630765383,decreased,0.59,0.5451605,decreased
sp|P08559|ODPA_HUMAN,ODPA,0.736666667,0.132268441,decreased,0.61,0.695817416,increased,0.506666667,0.984480413,increased,0.62,0.996900209,increased,0.595,0.630765383,decreased,0.5875,0.555574922,increased
sp|Q5BLP8|CD048_HUMAN,CD048,0.623333333,0.46524576,increased,0.735,0.29063469,decreased,0.625,0.499364893,decreased,0.736666667,0.996900209,increased,0.58375,0.671192621,decreased,0.77,0.030492532,decreased
sp|P61026|RAB10_HUMAN,RAB10,0.616666667,0.489147376,decreased,0.51,0.983073469,decreased,0.613333333,0.544108172,increased,0.513333333,0.996900209,increased,0.595,0.630765383,decreased,0.5775,0.607038462,increased
sp|Q9Y6G9|DC1L1_HUMAN,DC1L1,0.673333333,0.285793137,decreased,0.546666667,0.899352028,increased,0.553333333,0.782603684,increased,0.573333333,0.996900209,increased,0.595,0.630765383,decreased,0.575,0.622188737,increased
sp|Q92888|ARHG1_HUMAN,ARHG1,0.623333333,0.466139263,increased,0.573333333,0.825762735,increased,0.646666667,0.436619814,decreased,0.55,0.996900209,decreased,0.6475,0.549553016,increased,0.555,0.725207243,decreased
sp|Q8IUL8|CILP2_HUMAN,CILP2,0.623333333,0.466139263,increased,0.646666667,0.559232228,decreased,0.606666667,0.566023002,decreased,0.63,0.996900209,increased,0.5175,0.944257504,decreased,0.69,0.150786512,decreased
sp|Q8IXS2|DRC2_HUMAN,DRC2,0.623333333,0.466139263,increased,0.646666667,0.559232228,decreased,0.503333333,0.992623502,decreased,0.526666667,0.996900209,increased,0.5175,0.944257504,decreased,0.6125,0.42797993,decreased
sp|P08567|PLEK_HUMAN,PLEK,0.593333333,0.588183349,decreased,0.533333333,0.934120519,decreased,0.63,0.48677294,increased,0.503333333,0.996900209,decreased,0.595,0.630765383,decreased,0.5725,0.633544158,increased
sp|Q5TDH0|DDI2_HUMAN,DDI2,0.563333333,0.733320179,decreased,0.563333333,0.856571267,decreased,0.656666667,0.404460303,increased,0.53,0.996900209,decreased,0.595,0.630765383,decreased,0.57,0.647300666,increased
sp|P02751|FINC_HUMAN,FINC,0.506666667,0.979776119,decreased,0.633333333,0.601068318,increased,0.543333333,0.827197043,decreased,0.583333333,0.996900209,decreased,0.595,0.630765383,increased,0.5675,0.660336376,increased
sp|Q9BX68|HINT2_HUMAN,HINT2,0.623333333,0.466139263,increased,0.636666667,0.59256787,decreased,0.703333333,0.304112902,decreased,0.716666667,0.996900209,increased,0.51,0.973606248,decreased,0.755,0.044928546,decreased
sp|Q99439|CNN2_HUMAN,CNN2,0.63,0.438294329,decreased,0.503333333,0.995613332,increased,0.583333333,0.649143772,increased,0.543333333,0.996900209,increased,0.595,0.630765383,decreased,0.565,0.673419216,increased
sp|P52597|HNRPF_HUMAN,HNRPF,0.623333333,0.466139263,increased,0.76,0.259251954,decreased,0.6,0.591265295,decreased,0.736666667,0.996900209,increased,0.6025,0.609816225,decreased,0.77,0.032791422,decreased
sp|P05107|ITB2_HUMAN,ITB2,0.623333333,0.466139263,increased,0.63,0.618560545,increased,0.623333333,0.510914218,decreased,0.63,0.996900209,decreased,0.69,0.521565295,increased,0.505,0.982734238,increased
sp|P35749|MYH11_HUMAN,MYH11,0.6,0.558110232,decreased,0.526666667,0.947882682,decreased,0.59,0.632390677,increased,0.536666667,0.996900209,increased,0.595,0.630765383,decreased,0.5475,0.765009586,increased
sp|P23142|FBLN1_HUMAN,FBLN1,0.513333333,0.95237566,decreased,0.64,0.586177234,increased,0.576666667,0.672885683,decreased,0.55,0.996900209,decreased,0.595,0.630765383,increased,0.5475,0.765009586,increased
sp|A0A075B6I1|LV460_HUMAN,LV460,0.623333333,0.466139263,increased,0.53,0.935104022,increased,0.566666667,0.717681614,decreased,0.586666667,0.996900209,decreased,0.615,0.586839583,increased,0.5275,0.863352138,decreased
sp|P42898|MTHR_HUMAN,MTHR,0.623333333,0.466139263,increased,0.73,0.301137616,decreased,0.586666667,0.64232523,decreased,0.693333333,0.996900209,increased,0.58,0.691792091,decreased,0.7375,0.061214268,decreased
sp|Q8TBF2|PXL2B_HUMAN,PXL2B,0.543333333,0.827616727,decreased,0.583333333,0.789512494,decreased,0.633333333,0.475354683,increased,0.506666667,0.996900209,decreased,0.595,0.630765383,decreased,0.5375,0.814472066,increased
sp|O43676|NDUB3_HUMAN,NDUB3,0.623333333,0.466139263,increased,0.703333333,0.378470178,decreased,0.523333333,0.919572482,increased,0.556666667,0.996900209,increased,0.56,0.76400269,decreased,0.635,0.329281885,decreased
sp|O94913|PCF11_HUMAN,PCF11,0.623333333,0.466139263,increased,0.573333333,0.825762735,decreased,0.56,0.752240617,decreased,0.51,0.996900209,increased,0.5375,0.868799178,increased,0.6,0.497002936,decreased
sp|Q96II8|LRCH3_HUMAN,LRCH3,0.526666667,0.899639831,decreased,0.6,0.730173911,decreased,0.56,0.752240617,increased,0.566666667,0.996900209,increased,0.595,0.630765383,decreased,0.53,0.852120041,decreased
sp|P20618|PSB1_HUMAN,PSB1,0.56,0.750591871,decreased,0.686666667,0.413772458,increased,0.67,0.367680691,decreased,0.543333333,0.996900209,increased,0.595,0.630765383,increased,0.5125,0.950158038,increased
sp|Q9Y6R4|M3K4_HUMAN,M3K4,0.61,0.513743552,decreased,0.736666667,0.29063469,increased,0.723333333,0.271365625,decreased,0.596666667,0.996900209,increased,0.595,0.630765383,increased,0.51,0.959802349,increased
sp|P50990|TCPQ_HUMAN,TCPQ,0.523333333,0.91571773,decreased,0.603333333,0.717991265,decreased,0.606666667,0.566023002,increased,0.52,0.996900209,increased,0.595,0.630765383,decreased,0.5025,0.996438721,increased
sp|Q9Y2H2|SAC2_HUMAN,SAC2,0.623333333,0.466139263,increased,0.56,0.859905941,increased,0.606666667,0.566023002,decreased,0.576666667,0.996900209,decreased,0.6375,0.55481179,increased,0.535,0.825220622,decreased
sp|P16671|CD36_HUMAN,CD36,0.866666667,0.020649378,decreased,0.743333333,0.273065966,increased,0.826666667,0.126620098,increased,0.703333333,0.996900209,decreased,0.5925,0.642303162,decreased,0.9275,0.000519021,increased
sp|Q92598|HS105_HUMAN,HS105,0.736666667,0.132268441,decreased,0.613333333,0.685932205,increased,0.78,0.177767055,increased,0.656666667,0.996900209,decreased,0.5925,0.642303162,decreased,0.795,0.017524897,increased
sp|Q9NRW1|RAB6B_HUMAN,RAB6B,0.783333333,0.068052241,decreased,0.66,0.501713435,increased,0.693333333,0.3204817,increased,0.57,0.996900209,decreased,0.5925,0.642303162,decreased,0.765,0.036542207,increased
sp|O75410|TACC1_HUMAN,TACC1,0.623333333,0.466139263,increased,0.66,0.501713435,decreased,0.506666667,0.984480413,increased,0.53,0.996900209,increased,0.5275,0.909996475,decreased,0.615,0.418759506,decreased
sp|Q14112|NID2_HUMAN,NID2,0.683333333,0.253136088,decreased,0.806666667,0.172229678,increased,0.53,0.886335439,increased,0.653333333,0.996900209,decreased,0.5925,0.642303162,increased,0.7525,0.04599851,increased
sp|P53007|TXTP_HUMAN,TXTP,0.623333333,0.466139263,increased,0.59,0.771220591,decreased,0.6,0.591265295,increased,0.633333333,0.996900209,decreased,0.525,0.918757282,increased,0.5075,0.97479101,increased
sp|Q15746|MYLK_HUMAN,MYLK,0.79,0.062628909,decreased,0.666666667,0.484784693,increased,0.663333333,0.380155866,increased,0.54,0.996900209,decreased,0.5925,0.642303162,decreased,0.7475,0.051921722,increased
sp|P61952|GBG11_HUMAN,GBG11,0.666666667,0.308214406,decreased,0.543333333,0.907248369,increased,0.706666667,0.296886391,increased,0.583333333,0.996900209,decreased,0.5925,0.642303162,decreased,0.6875,0.156011746,increased
sp|Q9NTI2|AT8A2_HUMAN,AT8A2,0.62,0.476259127,increased,0.663333333,0.496935773,decreased,0.59,0.632390677,increased,0.546666667,0.996900209,decreased,0.5325,0.889841571,decreased,0.555,0.725207243,decreased
tr|A0A096LPH7|A0A096LPH7_HUMAN / sp|P48553|TPC10_HUMAN,A0A096LPH7,0.66,0.331048619,decreased,0.536666667,0.922960873,increased,0.696666667,0.310251449,increased,0.573333333,0.996900209,decreased,0.5925,0.642303162,decreased,0.675,0.183384419,increased
